word,Valence,Arousal,Dominance
めんどり,0.385,0.276,0.241
これから,0.527,0.404,0.466
鶏小屋,0.5,0.577,0.414
肝炎,0.055,0.596,0.358
ヘラルド,0.643,0.382,0.5
紋章学,0.55,0.52,0.607
ハーブ,0.643,0.418,0.353
草本,0.56,0.22,0.31
ハーブ,0.592,0.255,0.39
標本館,0.602,0.188,0.327
ハーブ,0.62,0.299,0.308
群れ,0.592,0.5,0.474
遺伝的な,0.531,0.6,0.737
遺伝,0.704,0.445,0.818
異端,0.265,0.765,0.443
異端者,0.09,0.71,0.447
異端者,0.229,0.63,0.487
これまで,0.479,0.388,0.385
ここまで,0.5,0.225,0.333
ここに,0.45,0.36,0.415
遺産,0.842,0.512,0.815
雌雄同体,0.48,0.684,0.481
解釈学,0.406,0.577,0.562
隠者,0.271,0.337,0.351
ヘルニア,0.146,0.486,0.223
ヒーロー,0.94,0.806,0.881
ヒロイック,0.89,0.77,0.912
ヒロイック,0.865,0.673,0.894
ヘロイン,0.276,0.843,0.655
ヒロイン,0.729,0.755,0.833
ヒロイズム,0.844,0.802,0.898
ヘルペス,0.11,0.6,0.309
ヘルペスウイルス,0.219,0.558,0.435
ニシン,0.531,0.387,0.422
ヘルツ,0.396,0.417,0.506
躊躇する,0.333,0.542,0.321
躊躇,0.459,0.548,0.232
躊躇している,0.265,0.528,0.24
躊躇,0.286,0.396,0.217
ヘテロ,0.589,0.405,0.435
不均一性,0.439,0.45,0.556
ヒュー,0.417,0.47,0.377
六角,0.41,0.51,0.363
六角形,0.542,0.226,0.425
全盛期,0.646,0.68,0.673
中断,0.479,0.294,0.352
冬眠する,0.5,0.317,0.431
冬眠,0.469,0.245,0.384
しゃっくり,0.271,0.549,0.24
ヒック,0.357,0.442,0.314
ヒッキー,0.448,0.529,0.345
ヒッコリー,0.52,0.49,0.415
隠れた,0.208,0.43,0.327
隠れる,0.438,0.51,0.218
隠れ家,0.448,0.481,0.36
恐ろしいです,0.091,0.75,0.328
隠れ家,0.337,0.443,0.302
隠蔽,0.25,0.567,0.364
階層的,0.521,0.62,0.939
階層,0.583,0.722,0.902
象形文字,0.479,0.325,0.509
高い,0.684,0.51,0.614
ハイヒール,0.646,0.528,0.429
ハイボール,0.656,0.52,0.481
高い,0.866,0.528,0.713
最高,0.771,0.64,0.71
ハイランド,0.615,0.481,0.611
高地,0.735,0.431,0.596
ハイライト,0.844,0.637,0.882
殿下,0.74,0.67,0.931
高さ,0.667,0.637,0.645
ハイテール,0.448,0.48,0.481
高速道路,0.64,0.583,0.425
ハイジャック,0.042,0.908,0.594
ハイジャッカー,0.104,0.953,0.683
ハイキング,0.615,0.442,0.538
ハイカー,0.694,0.802,0.644
ハイキング,0.82,0.843,0.67
ハイキングブーツ,0.657,0.353,0.446
陽気な,0.75,0.64,0.537
はしゃぎ,0.745,0.48,0.575
丘,0.615,0.353,0.518
ヒルサイド,0.625,0.292,0.458
丘の上,0.688,0.643,0.787
起伏のある,0.643,0.479,0.603
柄,0.396,0.65,0.537
後ろ,0.483,0.644,0.337
邪魔する,0.276,0.537,0.47
邪魔する,0.26,0.654,0.435
邪魔,0.135,0.545,0.473
後知恵,0.333,0.431,0.532
ヒンジ,0.458,0.292,0.417
ヒント,0.602,0.33,0.517
ヒンターランド,0.53,0.52,0.457
ヒップ,0.448,0.415,0.345
ヒップホップ,0.74,0.714,0.484
ヒッピー,0.551,0.4,0.396
カバ,0.49,0.404,0.477
カバ,0.541,0.472,0.615
雇用,0.688,0.558,0.556
毛むくじゃら,0.385,0.483,0.373
ヒス,0.388,0.48,0.37
シューという音,0.5,0.454,0.4
組織学,0.49,0.32,0.56
歴史家,0.688,0.27,0.637
歴史的な,0.816,0.473,0.784
歴史的,0.653,0.357,0.833
歴史学,0.562,0.415,0.634
歴史,0.729,0.382,0.754
打つ,0.235,0.931,0.679
ヒッチ,0.512,0.48,0.554
ヒッチハイク,0.396,0.622,0.385
ヒッチハイカー,0.594,0.626,0.603
これまで,0.448,0.356,0.463
打者,0.418,0.683,0.713
ハイブ,0.471,0.452,0.544
蕁麻疹,0.417,0.473,0.591
買いだめ,0.506,0.412,0.518
かすれた,0.281,0.402,0.315
白髪,0.469,0.298,0.424
でっち上げ,0.146,0.696,0.303
ホブ,0.633,0.363,0.415
ホビット,0.479,0.489,0.472
趣味,0.827,0.56,0.471
ホーボー,0.323,0.443,0.282
ホック,0.513,0.452,0.412
ホッケー,0.565,0.786,0.548
鍬,0.302,0.48,0.418
豚,0.317,0.509,0.271
ホグウォッシュ,0.42,0.49,0.361
ほほほ,0.677,0.433,0.33
ホイスト,0.521,0.52,0.458
ホーキー,0.604,0.667,0.43
所有,0.448,0.29,0.364
保有者,0.592,0.33,0.713
ホールディング,0.6,0.385,0.67
持続する,0.398,0.471,0.398
穴,0.531,0.31,0.33
ホリデー,0.948,0.431,0.593
休日,0.939,0.521,0.512
連休シーズン,0.875,0.566,0.518
神聖さ,0.86,0.264,0.742
ホリスティック,0.67,0.348,0.547
大声で叫ぶ,0.276,0.825,0.406
中空,0.3,0.337,0.222
ヒイラギ,0.51,0.25,0.443
ホロコースト,0.062,0.918,0.618
ホログラム,0.615,0.461,0.575
ホログラフィック,0.51,0.471,0.555
ホルスター,0.561,0.255,0.339
聖なる,0.812,0.112,0.69
聖霊,0.74,0.48,0.526
敬意,0.833,0.56,0.737
オムブレ,0.656,0.472,0.696
オンブレス,0.51,0.538,0.652
家,0.854,0.27,0.545
ホームボーイ,0.602,0.255,0.436
帰省,0.76,0.413,0.472
祖国,0.663,0.439,0.868
ホームレス,0.042,0.45,0.188
家庭的な,0.745,0.157,0.399
自家製,0.869,0.34,0.398
ホメオパシー,0.417,0.268,0.4
ホメオパシー,0.469,0.284,0.439
家主,0.635,0.397,0.962
担任,0.604,0.48,0.491
ホームシック,0.436,0.304,0.347
ホームステッド,0.865,0.221,0.536
ホームスイートホーム,0.796,0.38,0.538
ホームタウン,0.858,0.333,0.605
帰り,0.833,0.275,0.435
宿題,0.396,0.412,0.459
家庭的な,0.769,0.278,0.5
殺人的な,0.02,0.912,0.573
殺人,0.01,0.973,0.518
説教,0.621,0.358,0.425
ホーミング,0.551,0.46,0.527
ホミニー,0.479,0.382,0.429
ホモ,0.531,0.368,0.415
同質性,0.715,0.365,0.582
同種の,0.552,0.255,0.617
同種の,0.471,0.353,0.536
同族体,0.542,0.356,0.509
相同性,0.571,0.494,0.527
同性愛嫌悪,0.13,0.736,0.464
本町,0.469,0.464,0.397
磨く,0.688,0.392,0.473
本音,0.927,0.254,0.75
正直,0.938,0.411,0.728
蜂蜜,0.92,0.431,0.51
ハニカム,0.541,0.417,0.412
ハネムーン,0.979,0.678,0.526
スイカズラ,0.597,0.451,0.517
クラクション,0.549,0.635,0.415
ホンキー,0.458,0.632,0.425
名誉,0.896,0.587,0.857
名誉ある,0.963,0.412,0.83
謝礼,0.796,0.51,0.746
名誉,0.885,0.565,0.811
光栄な,0.938,0.447,0.732
フーチ,0.429,0.538,0.373
フード,0.357,0.459,0.306
フード付き,0.306,0.745,0.439
愚痴,0.354,0.72,0.432
蹄,0.427,0.341,0.365
針,0.418,0.444,0.395
夢中になった,0.61,0.661,0.454
フッカー,0.214,0.889,0.373
つなぐ,0.625,0.529,0.683
フッキー,0.468,0.5,0.452
フーリガン,0.295,0.712,0.455
フープ,0.635,0.204,0.315
フープラ,0.542,0.471,0.353
万歳,0.61,0.481,0.536
やじる,0.449,0.56,0.43
警笛,0.47,0.615,0.455
ホップ,0.45,0.52,0.427
望み,0.927,0.317,0.739
希望に満ちた,0.947,0.357,0.627
絶望的,0.094,0.298,0.112
絶望,0.052,0.402,0.223
希望,0.917,0.5,0.702
希望,0.684,0.469,0.454
ホッパー,0.396,0.491,0.442
大群,0.286,0.713,0.684
地平線,0.729,0.284,0.59
水平,0.573,0.304,0.387
水平に,0.5,0.356,0.439
ホルモン,0.5,0.62,0.551
ホルモン,0.49,0.75,0.621
ホーン,0.385,0.51,0.366
角のある,0.316,0.61,0.375
スズメバチ,0.398,0.594,0.5
角質,0.49,0.908,0.56
ホロスコープ,0.5,0.36,0.49
恐ろしい,0.073,0.755,0.365
最悪,0.071,0.857,0.398
恐ろしく,0.05,0.631,0.454
恐ろしい,0.052,0.765,0.419
恐ろしい,0.094,0.846,0.481
恐ろしい,0.04,0.885,0.368
恐ろしい,0.01,0.76,0.352
ホラー,0.115,0.85,0.438
恐怖,0.061,0.852,0.409
うま,0.635,0.51,0.529
乗馬,0.688,0.588,0.566
騎手,0.441,0.7,0.676
馬力,0.594,0.735,0.735
セイヨウワサビ,0.321,0.584,0.476
たわごと,0.153,0.582,0.179
蹄鉄,0.673,0.35,0.406
馬のような,0.602,0.454,0.462
園芸,0.594,0.387,0.509
園芸,0.7,0.42,0.434
ホサナ,0.679,0.373,0.5
ホース,0.469,0.288,0.263
靴下,0.52,0.344,0.373
ホスピス,0.337,0.443,0.535
親切な,0.791,0.47,0.661
病院,0.323,0.537,0.598
おもてなし,0.865,0.333,0.725
ホスト,0.693,0.471,0.537
人質,0.163,0.923,0.325
ホステル,0.479,0.5,0.398
ホステス,0.792,0.604,0.688
敵対的,0.188,0.877,0.474
敵対行為,0.276,0.81,0.444
敵意,0.122,0.775,0.465
ホット,0.49,0.74,0.573
ホットソース,0.333,0.74,0.509
温床,0.51,0.285,0.395
ホットドッグ,0.72,0.438,0.373
ホテル,0.74,0.37,0.407
ホットヘッド,0.24,0.849,0.518
ホットライン,0.592,0.565,0.663
やり手,0.5,0.727,0.615
ほよが,0.683,0.609,0.446
猟犬,0.417,0.528,0.582
時間,0.552,0.265,0.336
砂時計,0.542,0.284,0.492
毎時,0.469,0.418,0.491
家,0.587,0.135,0.533
屋形船,0.604,0.389,0.429
ハウスボーイ,0.479,0.415,0.393
家が壊れた,0.518,0.461,0.389
家の客,0.53,0.5,0.481
家庭,0.781,0.23,0.667
世帯主,0.816,0.541,0.833
お手伝いさん,0.694,0.279,0.52
ハウスキーピング,0.604,0.5,0.445
新築祝い,0.857,0.71,0.727
専業主婦,0.656,0.361,0.449
家事,0.484,0.413,0.342
ハウジング,0.776,0.304,0.591
あばら家,0.333,0.296,0.322
ホバー,0.51,0.431,0.404
ホバークラフト,0.541,0.654,0.588
遠吠え,0.357,0.646,0.407
とにかく,0.459,0.309,0.345
やあ,0.583,0.298,0.471
ハブ,0.479,0.399,0.433
夫,0.548,0.435,0.43
ハックルベリー,0.6,0.279,0.296
群がる,0.604,0.509,0.445
色相,0.507,0.416,0.417
ハフ,0.388,0.491,0.315
ふわっと,0.42,0.616,0.375
抱擁,0.908,0.427,0.548
巨大,0.573,0.625,0.783
ハガー,0.52,0.48,0.412
抱きしめる,0.854,0.429,0.451
抱擁,0.98,0.422,0.6
ハルク,0.46,0.74,0.75
船体,0.542,0.265,0.353
ハム,0.49,0.296,0.276
人間,0.767,0.314,0.605
人道的,0.8,0.37,0.58
人道的な,0.786,0.317,0.709
人文科学,0.729,0.325,0.677
人類,0.75,0.36,0.727
人類,0.885,0.394,0.714
ヒューマノイド,0.521,0.462,0.491
人権,0.792,0.559,0.73
謙虚,0.867,0.236,0.483
謙虚な,0.28,0.618,0.198
謙虚に,0.771,0.194,0.37
詐欺師,0.219,0.622,0.456
平凡な,0.269,0.246,0.353
湿気が多い,0.375,0.324,0.366
湿度,0.464,0.373,0.367
屈辱を与える,0.052,0.714,0.275
屈辱的な,0.104,0.712,0.216
屈辱的な,0.062,0.716,0.279
屈辱,0.048,0.712,0.31
謙虚,0.74,0.118,0.444
ハマー,0.51,0.622,0.589
ハチドリ,0.75,0.37,0.273
巨大な,0.378,0.538,0.536
ユーモア,0.89,0.633,0.462
ユーモアのある,0.854,0.657,0.545
ユーモリスト,0.958,0.79,0.607
ユーモラス,0.906,0.616,0.665
こぶ,0.296,0.462,0.25
ザトウクジラ,0.235,0.346,0.247
予感,0.561,0.63,0.567
せむし,0.208,0.39,0.259
百,0.604,0.37,0.406
100分の1,0.427,0.368,0.466
飢え,0.083,0.554,0.328
お腹がすいた,0.083,0.69,0.254
大きな塊,0.438,0.375,0.361
ハンクス,0.417,0.453,0.482
たくましい,0.469,0.571,0.438
ハント,0.327,0.806,0.588
猟師,0.292,0.817,0.817
狩猟,0.448,0.713,0.714
ハントレス,0.357,0.717,0.765
ハードル,0.198,0.682,0.434
投げつける,0.316,0.745,0.574
万歳,0.802,0.74,0.5
ハリケーン,0.177,0.958,0.787
ハリケーン,0.286,0.898,0.784
急いだ,0.314,0.806,0.393
忙しい,0.422,0.735,0.481
急げ,0.473,0.791,0.555
傷つく,0.062,0.773,0.291
人を傷つける,0.104,0.68,0.463
傷つける,0.153,0.778,0.221
夫,0.771,0.5,0.655
畜産,0.643,0.473,0.445
静けさ,0.471,0.231,0.312
黙った,0.292,0.194,0.272
殻,0.378,0.173,0.147
ハスキー,0.63,0.45,0.49
ハッシー,0.219,0.594,0.384
ハッスル,0.406,0.661,0.427
ハスラー,0.26,0.821,0.627
小屋,0.633,0.27,0.375
ハッチ,0.385,0.453,0.52
ヒヤシンス,0.372,0.36,0.342
ハイブリッド,0.5,0.365,0.57
ヒドラ,0.406,0.598,0.534
消火栓,0.57,0.413,0.367
水和物,0.61,0.367,0.547
油圧,0.522,0.398,0.596
油圧,0.5,0.53,0.588
水頭症,0.286,0.629,0.393
流体力学,0.552,0.582,0.664
水素,0.469,0.303,0.554
水路,0.49,0.396,0.642
水文学,0.5,0.38,0.509
疎水症,0.323,0.784,0.351
水耕栽培,0.5,0.549,0.5
ハイエナ,0.396,0.719,0.464
衛生,0.781,0.287,0.537
衛生的な,0.719,0.245,0.702
衛生士,0.698,0.389,0.682
処女膜,0.469,0.651,0.457
賛美歌,0.735,0.292,0.634
誇大宣伝,0.51,0.5,0.586
誇大宣伝,0.708,0.582,0.679
ハイパー,0.542,0.616,0.64
多動性,0.5,0.921,0.66
誇張,0.469,0.521,0.542
ハイパースペース,0.51,0.623,0.755
高血圧,0.133,0.784,0.427
肥大,0.312,0.625,0.413
過呼吸する,0.347,0.729,0.556
過呼吸,0.164,0.802,0.625
ハイフン,0.552,0.356,0.381
催眠術,0.417,0.41,0.546
催眠術,0.571,0.56,0.569
催眠術師,0.49,0.455,0.627
催眠術をかける,0.469,0.507,0.508
催眠術をかけられた,0.449,0.434,0.38
心気症,0.194,0.588,0.333
偽善,0.156,0.523,0.37
偽善者,0.082,0.673,0.306
偽善的,0.048,0.74,0.415
皮下注射,0.24,0.441,0.445
視床下部,0.593,0.427,0.539
低体温症,0.184,0.62,0.301
仮説,0.552,0.37,0.509
仮説的な,0.48,0.367,0.361
子宮摘出術,0.178,0.66,0.47
ヒステリー,0.224,0.906,0.482
ヒステリックな,0.29,0.942,0.398
イブプロフェン,0.448,0.427,0.504
氷,0.44,0.265,0.219
アイスティ,0.771,0.337,0.336
氷山,0.344,0.54,0.648
アイスボックス,0.56,0.222,0.37
砕氷船,0.571,0.545,0.848
アイス,0.564,0.482,0.339
アイシング,0.688,0.452,0.411
うるさい,0.357,0.51,0.342
アイコン,0.549,0.349,0.415
象徴的な,0.583,0.537,0.7
図像学,0.602,0.382,0.653
氷のような,0.684,0.375,0.345
ID,0.449,0.344,0.391
考え,0.75,0.538,0.704
理想,0.802,0.437,0.736
理想主義,0.635,0.436,0.689
理想主義者,0.816,0.51,0.802
理想主義,0.812,0.469,0.755
同一,0.635,0.38,0.527
同じように,0.667,0.427,0.487
身元,0.714,0.451,0.692
識別,0.635,0.48,0.667
身元,0.663,0.36,0.78
イデオロギー,0.573,0.344,0.692
白痴,0.112,0.635,0.137
熟語,0.52,0.337,0.445
慣用的な,0.531,0.429,0.516
愚か者,0.086,0.567,0.113
ばかげた,0.104,0.62,0.17
ばか,0.143,0.6,0.144
アイドル,0.179,0.167,0.112
怠惰,0.308,0.33,0.228
アイドラー,0.2,0.304,0.194
アイドル,0.684,0.805,0.853
偶像崇拝,0.365,0.571,0.625
傾倒,0.676,0.712,0.643
のどかな,0.571,0.394,0.593
あいまい,0.38,0.442,0.333
もしも,0.406,0.25,0.255
イグルー,0.569,0.302,0.345
火成,0.469,0.466,0.517
発火,0.458,0.785,0.675
点火,0.365,0.72,0.657
無知,0.153,0.417,0.209
無知な,0.102,0.461,0.223
無視,0.146,0.23,0.295
イグアナ,0.521,0.235,0.291
イハテスパイダー,0.245,0.611,0.42
同類,0.438,0.451,0.455
病気,0.073,0.41,0.2
違法,0.061,0.787,0.337
違法,0.094,0.635,0.427
不法に,0.133,0.788,0.402
判読不能,0.296,0.49,0.315
違法な,0.184,0.644,0.302
違法,0.188,0.794,0.39
文盲,0.12,0.41,0.151
病気,0.098,0.717,0.211
非論理的,0.208,0.63,0.251
を明らかにする,0.905,0.646,0.782
照らす,0.949,0.613,0.773
イルミネーション,0.76,0.588,0.537
イルミネーター,0.77,0.566,0.718
錯覚,0.562,0.49,0.387
例証する,0.75,0.43,0.69
図,0.74,0.441,0.64
実例となる,0.771,0.452,0.647
輝かしい,0.673,0.55,0.741
私はクリスマスが大好きです,0.885,0.59,0.525
私は彼女を愛している,0.75,0.519,0.556
画像,0.653,0.241,0.453
画像,0.653,0.327,0.39
想像できる,0.613,0.529,0.596
架空の,0.56,0.424,0.31
想像力,0.802,0.491,0.547
想像力豊か,0.78,0.541,0.593
想像,0.759,0.48,0.587
想像した,0.656,0.412,0.418
イメージング,0.724,0.394,0.482
想像する,0.765,0.458,0.545
イマーム,0.527,0.337,0.539
不均衡,0.115,0.538,0.264
愚かな,0.082,0.569,0.26
埋め込まれた,0.406,0.58,0.562
あなたがいなくて寂しいです,0.48,0.608,0.344
模倣する,0.469,0.561,0.336
模倣した,0.333,0.391,0.442
模倣,0.406,0.592,0.343
真っ白な,0.698,0.33,0.688
重要でない,0.296,0.309,0.295
未熟,0.114,0.5,0.2
未熟さ,0.146,0.567,0.221
計り知れない,0.51,0.539,0.712
計り知れない,0.51,0.64,0.68
即時性,0.635,0.63,0.627
すぐに,0.656,0.548,0.716
すぐに,0.552,0.78,0.707
太古の,0.327,0.469,0.454
計り知れない,0.755,0.75,0.811
浸る,0.51,0.577,0.509
浸漬,0.51,0.556,0.564
移民,0.357,0.663,0.509
移民,0.39,0.667,0.454
差し迫った,0.49,0.784,0.643
不動,0.225,0.217,0.298
不道徳な,0.143,0.622,0.385
不道徳,0.188,0.689,0.315
不滅,0.812,0.75,0.795
不死,0.688,0.635,0.861
不動,0.48,0.31,0.571
免疫,0.629,0.472,0.78
免疫,0.633,0.316,0.786
免疫,0.667,0.51,0.733
不変,0.427,0.431,0.571
インプ,0.35,0.448,0.42
影響,0.469,0.884,0.776
損なう,0.153,0.5,0.36
障害者,0.13,0.459,0.269
減損,0.17,0.571,0.22
伝える,0.521,0.441,0.694
公平,0.531,0.406,0.685
公平性,0.622,0.394,0.616
通行不能,0.342,0.458,0.553
熱烈な,0.74,0.78,0.802
焦り,0.278,0.78,0.411
せっかち,0.25,0.708,0.429
焦って,0.194,0.75,0.539
弾劾,0.208,0.776,0.664
弾劾,0.163,0.735,0.694
申し分のない,0.833,0.37,0.824
邪魔する,0.271,0.51,0.604
障害,0.163,0.6,0.409
駆り立てられた,0.604,0.741,0.69
差し迫った,0.48,0.735,0.752
侵入できない,0.531,0.577,0.839
命令的,0.625,0.647,0.708
目に見えない,0.378,0.49,0.548
不完全,0.173,0.527,0.202
不完全さ,0.19,0.567,0.321
不完全,0.297,0.481,0.33
インペリアル,0.669,0.646,0.922
帝国主義者,0.284,0.786,0.833
不浸透性,0.51,0.308,0.558
許されない,0.188,0.464,0.352
非人道的な,0.316,0.356,0.472
なりすます,0.51,0.632,0.591
なりすまし,0.375,0.618,0.528
なりすまし,0.469,0.586,0.406
無礼,0.17,0.653,0.42
無礼な,0.219,0.826,0.373
不浸透性,0.582,0.408,0.536
衝動的な,0.602,0.814,0.712
推進力,0.521,0.74,0.635
かけがえのない,0.569,0.663,0.83
インプラント,0.429,0.51,0.588
移植,0.396,0.604,0.741
移植された,0.347,0.5,0.679
埋め込む,0.72,0.573,0.792
巻き込む,0.25,0.67,0.434
関係する,0.354,0.673,0.438
含意,0.337,0.528,0.69
暗示的,0.327,0.53,0.481
懇願する,0.396,0.65,0.377
内破,0.412,0.724,0.547
意味する,0.542,0.67,0.533
失礼な,0.167,0.59,0.282
輸入,0.615,0.48,0.623
重要性,0.75,0.58,0.864
重要,0.827,0.63,0.836
輸入,0.625,0.5,0.733
課す,0.503,0.721,0.745
印象的な,0.392,0.731,0.836
面付け,0.357,0.604,0.618
不可能,0.17,0.625,0.306
無理だよ,0.153,0.51,0.407
詐欺師,0.135,0.704,0.442
インポテンス,0.198,0.689,0.224
無力,0.146,0.587,0.333
差し押さえ,0.23,0.587,0.583
貧しい,0.125,0.311,0.203
実行不可能,0.398,0.549,0.381
非現実的,0.16,0.373,0.291
難攻不落,0.378,0.549,0.667
含浸させる,0.51,0.721,0.655
印象づける,0.816,0.744,0.895
感動,0.806,0.77,0.429
印象,0.684,0.557,0.577
印象的な,0.827,0.72,0.645
印象的,0.781,0.83,0.873
インプリント,0.615,0.574,0.685
投獄する,0.112,0.829,0.545
投獄された,0.032,0.717,0.302
投獄,0.133,0.63,0.471
ありそうもない,0.097,0.412,0.439
即興,0.541,0.729,0.415
不適切な,0.229,0.52,0.259
不正,0.133,0.591,0.389
向上,0.833,0.528,0.815
改善された,0.919,0.48,0.679
改善,0.786,0.5,0.611
改善する,0.929,0.625,0.727
改善する,0.911,0.51,0.682
即興,0.631,0.812,0.529
即興,0.646,0.65,0.519
即興,0.61,0.673,0.443
不謹慎,0.17,0.676,0.265
厚かましい,0.214,0.5,0.472
厚かましい,0.302,0.604,0.462
衝動,0.53,0.84,0.611
衝動的,0.365,0.864,0.607
不処罰,0.313,0.721,0.602
不純,0.26,0.56,0.208
不純物,0.173,0.546,0.306
代入,0.333,0.654,0.621
寝ようとしている,0.438,0.363,0.385
できない,0.15,0.529,0.25
アクセスできない,0.083,0.585,0.446
不正確,0.135,0.45,0.25
不作為,0.323,0.225,0.325
無効にする,0.245,0.24,0.415
不活化,0.198,0.26,0.22
非活性,0.271,0.167,0.159
不活発,0.135,0.143,0.227
不備,0.286,0.5,0.297
不十分,0.122,0.45,0.223
不備,0.24,0.529,0.316
容認できない,0.188,0.636,0.389
うっかり,0.365,0.368,0.286
うっかり,0.302,0.541,0.549
愛想のない,0.388,0.518,0.455
譲れない,0.437,0.459,0.608
愚かな,0.271,0.35,0.268
無生物,0.281,0.143,0.224
適用外,0.281,0.402,0.33
不適切,0.135,0.542,0.353
不注意,0.208,0.433,0.188
聞こえない,0.28,0.398,0.358
就任式,0.684,0.567,0.608
発足する,0.781,0.582,0.8
就任式,0.847,0.712,0.769
先天性,0.59,0.288,0.546
インバウンド,0.531,0.388,0.538
近交系,0.397,0.52,0.473
計り知れない,0.449,0.62,0.679
白熱,0.354,0.612,0.621
呪文,0.439,0.632,0.548
無能,0.156,0.529,0.155
無能,0.052,0.5,0.217
投獄,0.1,0.8,0.397
化身,0.552,0.651,0.593
万一に備えて,0.58,0.196,0.365
焼夷弾,0.281,0.81,0.598
お香,0.698,0.275,0.328
激怒した,0.338,0.643,0.392
インセンティブ,0.812,0.618,0.718
始まり,0.604,0.425,0.561
絶え間ない,0.438,0.76,0.544
絶え間なく,0.417,0.765,0.606
近親相姦,0.073,0.853,0.491
近親相姦,0.188,0.736,0.442
インチ,0.481,0.327,0.3
入射,0.417,0.527,0.429
インシデント,0.084,0.662,0.482
偶発,0.281,0.61,0.404
ついでに,0.479,0.5,0.5
焼却,0.229,0.787,0.47
焼却炉,0.25,0.643,0.591
初期の,0.442,0.382,0.43
切開,0.24,0.663,0.558
鋭い,0.38,0.602,0.545
扇動する,0.449,0.736,0.642
扇動,0.302,0.943,0.598
厳しい,0.26,0.676,0.616
傾斜,0.378,0.49,0.538
傾く,0.49,0.423,0.345
傾いた,0.469,0.347,0.402
含む,0.729,0.449,0.702
含まれている,0.76,0.402,0.57
含む,0.7,0.378,0.518
包含,0.774,0.404,0.712
包括的,0.604,0.42,0.564
シークレット,0.61,0.49,0.446
支離滅裂,0.122,0.612,0.25
所得,0.75,0.51,0.728
着信,0.66,0.509,0.596
比類のない,0.625,0.577,0.67
非互換,0.196,0.5,0.31
無能,0.077,0.551,0.208
無能,0.133,0.566,0.239
不完全な,0.153,0.37,0.205
不完全,0.344,0.442,0.232
不完全さ,0.271,0.451,0.234
理解できない,0.25,0.55,0.344
想像を絶する,0.198,0.552,0.561
決定的でない,0.153,0.442,0.34
違和感のある,0.177,0.504,0.343
取るに足らない,0.25,0.48,0.345
思いやりがない,0.224,0.519,0.423
矛盾,0.125,0.48,0.314
一貫性のない,0.271,0.431,0.295
目立たない,0.604,0.214,0.368
失禁,0.15,0.598,0.272
不便,0.063,0.667,0.291
不便,0.224,0.61,0.375
組み込む,0.745,0.612,0.571
法人化,0.573,0.404,0.768
正しくない,0.14,0.569,0.255
手に負えない,0.13,0.667,0.5
増加,0.81,0.657,0.886
増加,0.684,0.66,0.773
信じられない,0.857,0.796,0.902
信じられない,0.286,0.51,0.269
インクリメント,0.684,0.637,0.75
罪を犯す,0.188,0.81,0.416
有罪,0.133,0.788,0.5
有罪,0.152,0.865,0.545
インキュベーション,0.461,0.49,0.397
インキュベータ,0.51,0.435,0.405
インキュバス,0.458,0.529,0.482
現職,0.396,0.54,0.565
負担する,0.312,0.667,0.495
不治の病,0.104,0.667,0.255
侵入,0.552,0.83,0.719
お世話になった,0.138,0.698,0.275
わいせつ,0.135,0.67,0.491
下品な,0.083,0.683,0.24
優柔不断,0.184,0.48,0.196
優柔不断,0.271,0.42,0.19
擁護できない,0.173,0.647,0.484
不定,0.448,0.292,0.296
消えない,0.49,0.337,0.591
補償,0.521,0.49,0.77
補償する,0.449,0.548,0.613
補償,0.47,0.607,0.692
インデント,0.479,0.346,0.379
インデント,0.374,0.5,0.349
年季奉公,0.434,0.382,0.636
独立,0.896,0.663,0.911
独立,0.885,0.44,0.872
筆舌に尽くしがたい,0.448,0.529,0.648
不滅,0.772,0.731,0.853
不確定,0.36,0.402,0.322
索引,0.448,0.268,0.342
示す,0.594,0.35,0.676
示す,0.745,0.339,0.555
表示,0.719,0.432,0.75
示唆的,0.51,0.51,0.591
インジケータ,0.573,0.451,0.67
指数,0.469,0.377,0.541
起訴する,0.188,0.731,0.458
起訴,0.245,0.745,0.577
インディー,0.479,0.368,0.43
無関心,0.265,0.417,0.299
無関心,0.396,0.157,0.25
土着の,0.5,0.509,0.552
貧しい,0.156,0.481,0.223
消化不良,0.204,0.61,0.182
憤慨する,0.26,0.6,0.423
憤慨,0.173,0.778,0.431
憤慨,0.167,0.5,0.306
インジゴ,0.514,0.365,0.473
間接的,0.385,0.402,0.33
無分別な,0.177,0.587,0.342
無分別,0.265,0.637,0.39
不可欠,0.71,0.449,0.802
不機嫌な,0.122,0.519,0.206
不明瞭,0.255,0.34,0.36
見分けがつかない,0.346,0.458,0.548
個人,0.627,0.327,0.533
個性,0.612,0.469,0.527
不可分,0.646,0.398,0.58
教化,0.327,0.657,0.698
怠惰な,0.177,0.381,0.259
不屈の,0.458,0.8,0.83
屋内,0.615,0.245,0.347
誘発する,0.257,0.606,0.684
誘導,0.397,0.471,0.491
誘導,0.647,0.765,0.685
誘導,0.392,0.593,0.627
ふける,0.833,0.716,0.669
耽溺,0.479,0.49,0.517
贅沢な,0.56,0.481,0.529
工業用,0.469,0.6,0.875
実業家,0.562,0.633,0.843
勤勉な,0.72,0.537,0.791
業界,0.65,0.447,0.836
言葉にできない,0.551,0.577,0.585
効果がない,0.093,0.422,0.094
効果がない,0.163,0.412,0.2
非効率,0.092,0.466,0.181
非効率的な,0.19,0.46,0.173
